Group Number,RecordID,Address,Master_Property Name,Master_Units_50+
159,11487682,"1750 NW 107th Ave, Miami, FL 33172",Nuvo Suites,
159,7551913,"1750 NW 107th Ave, Miami, FL 33172",Nuvo Suites,220
160,5397558,"1750 SW 57th Ave, West Park, FL 33023-3068",,2
160,5397879,"1750 SW 57th Ave, West Park, FL 33023-3068",,2
161,11457538,"17545 Front Beach Rd, Panama City Beach, FL 32413-2025",Emerald Isle Condominiums,
161,12662501,"17545 Front Beach Rd, Panama City Beach, FL 32413-2025",Emerald Isle Condominiums,199
162,11295605,"1766 Old Leland Rd, Greenville, MS 38703-2742",,
162,19865621,"1766 Old Leland Rd, Greenville, MS 38703-2742",,16
163,10284450,"1769 Jerome Ave, Bronx, NY 10453",,175
163,10995922,"1769 Jerome Ave, Bronx, NY 10453",,175
164,12637408,"1770 Chestnut Pl, Denver, CO 80202",Sentral Union Station,
164,9647215,"1770 Chestnut Pl, Denver, CO 80202",Sentral Union Station,579
165,160413,"18 Murray St, New York, NY 10007",,5
165,4115452,"18 Murray St, New York, NY 10007",,5
166,4552603,"1800 Miami Rd, Fort Lauderdale, FL 33316-3572",,6
166,4784537,"1800 Miami Rd, Fort Lauderdale, FL 33316-3572",,5
167,45273,"1800 Ridge Ave, Evanston, IL 60201-3696",,30
167,8853970,"1800 Ridge Ave, Evanston, IL 60201-3696",,30
168,19293819,"1801 Huguenot Springs Rd, Midlothian, VA 23113",,365
168,19293835,"1801 Huguenot Springs Rd, Midlothian, VA 23113",,1070
169,10844283,"182 E Broadway Blvd, Tucson, AZ 85701-2038",Julian Drew Lofts,24
169,11148295,"182 E Broadway Blvd, Tucson, AZ 85701-2038",Julian Drew Lofts,24
170,10342091,"1821-1827 S Jefferson Ave, Tucson, AZ 85711-7901",,
170,10649096,"1821-1827 S Jefferson Ave, Tucson, AZ 85711-7901",,10
171,15403546,"1830 N Cahuenga Blvd, Los Angeles, CA 90028",,244
171,4175144,"1830 N Cahuenga Blvd, Los Angeles, CA 90028",,24
172,12327270,"1832 W Superior St, Duluth, MN 55806-2139",Enger Lofts,31
172,21919275,"1832 W Superior St, Duluth, MN 55806-2139",Enger Lofts,
173,7621234,"184 Brunswick Dr, Elyria, OH 44035",,6
173,7621264,"184 Brunswick Dr, Elyria, OH 44035",,6
174,10361560,"1851 Carroll Fancher Way, College Station, TX 77845-2036",The Langford at College Station,74
174,11217124,"1851 Carroll Fancher Way, College Station, TX 77845-2036",The Langford at College Station,
175,11062106,"190 Lindsey Dr, Fayetteville, OH 45118-8475",,4
175,11062109,"190 Lindsey Dr, Fayetteville, OH 45118-8475",,4
176,4616748,"1901 Fillmore St, Hollywood, FL 33020",,6
176,6079271,"1901 Fillmore St, Hollywood, FL 33020",,6
177,11559521,"1920 W Alabama St, Houston, TX 77098",1920 West Alabama,258
177,8030512,"1920 W Alabama St, Houston, TX 77098",1920 West Alabama,47
178,20239014,"1921 N Prairie Ave, Dallas, TX 75204",,8
178,9569594,"1921 N Prairie Ave, Dallas, TX 75204",,8
179,12660733,"1982 Middlesex St, Lowell, MA 01851-1047",,74
179,20503536,"1982 Middlesex St, Lowell, MA 01851-1047",,73
180,19688569,"201 Crosstown Dr, Peachtree City, GA 30269-3454",Arbor Terrace Peachtree City,146
180,7971629,"201 Crosstown Dr, Peachtree City, GA 30269-3454",Arbor Terrace Peachtree City,
181,5476060,"201 Marquette Ave, Valparaiso, FL 32580",,2
181,5476107,"201 Marquette Ave, Valparaiso, FL 32580",,8
181,5478182,"201 Marquette Ave, Valparaiso, FL 32580",,2
182,10501007,"201 W Highway St, Vicksburg, MI 49097-1320",Saw Mill Creek,42
182,11256763,"201 W Highway St, Vicksburg, MI 49097-1320",Saw Mill Creek,24
183,10231041,"201-203 Pine St, Clemson, SC 29631-1380",College Place,24
183,9842722,"201-203 Pine St, Clemson, SC 29631-1380",College Place,48
184,10043018,"2019 Lake Shore Blvd, Jacksonville, FL 32210-3111",,3
184,10391355,"2019 Lake Shore Blvd, Jacksonville, FL 32210-3111",,3
185,13837104,"202 Brattice Dr, Midlothian, VA 23114-3289",Coalfield Station,343
185,20937162,"202 Brattice Dr, Midlothian, VA 23114-3289",Coalfield Station,279
186,5386029,"202 NW 12th Ter, Gainesville, FL 32601-5126",,4
186,5386388,"202 NW 12th Ter, Gainesville, FL 32601-5126",,1
186,5386713,"202 NW 12th Ter, Gainesville, FL 32601-5126",,4
187,9849309,"20225 Powers Rd, Bend, OR 97702-2128",Mt. Bachelor Memory Care,
187,9849356,"20225 Powers Rd, Bend, OR 97702-2128",Mt. Bachelor Memory Care,
188,10527229,"2025 E Lincoln St, Bloomington, IL 61701-6142",,
188,10527244,"2025 E Lincoln St, Bloomington, IL 61701-6142",,
189,5465969,"203 Kelly Rd, Valparaiso, FL 32580",,10
189,5476027,"203 Kelly Rd, Valparaiso, FL 32580",,4
190,12674533,"204 E 90th St, New York, NY 10128-3558",,30
190,12717105,"204 E 90th St, New York, NY 10128-3558",,30
191,10287021,"2044 Franklin St, Oakland, CA 94612-2908",,184
191,13979708,"2044 Franklin St, Oakland, CA 94612-2908",,425
192,21072321,"2056 NE 140th St, North Miami Beach, FL 33181-1666",,293
192,6680449,"2056 NE 140th St, North Miami Beach, FL 33181-1666",,10
193,6634762,"20637 Blueberry Ln, Fairhope, AL 36532",Oaks of Fairhope,10
193,6634780,"20637 Blueberry Ln, Fairhope, AL 36532",Oaks of Fairhope,10
194,17891219,"207 Lane Ave S, Jacksonville, FL 32254",,2
194,17891267,"207 Lane Ave S, Jacksonville, FL 32254",,1
195,10562647,"208 12th St, Atlanta, GA 30309",,13
195,6339113,"208 12th St, Atlanta, GA 30309",,10
196,12674599,"21 E 92nd St, New York, NY 10128-0623",,6
196,12717108,"21 E 92nd St, New York, NY 10128-0623",,6
197,8919280,"2100 Memorial Dr, Houston, TX 77007-8396",2100 Memorial,197
197,9980070,"2100 Memorial Dr, Houston, TX 77007-8396",2100 Memorial,197
198,9411987,"2101 Belmont Ave, Philadelphia, PA 19131-1687",Simpson House,
198,9412056,"2101 Belmont Ave, Philadelphia, PA 19131-1687",Simpson House,160
199,4389306,"2104 E Compton Blvd, Compton, CA 90221-3582",,24
199,4389307,"2104 E Compton Blvd, Compton, CA 90221-3582",,20
200,10721706,"2120 N Monroe St, Arlington, VA 22207-3882",Cherry Hill Apartments,93
200,5797509,"2120 N Monroe St, Arlington, VA 22207-3882",Cherry Hill Apartments,77
201,4216760,"2125-2129 W Washington Blvd, Chicago, IL 60612-2328",,17
201,4406002,"2125-2129 W Washington Blvd, Chicago, IL 60612-2328",,17
202,19709525,"214 Barton Springs Rd, Austin, TX 78704",The Catherine,
202,9134916,"214 Barton Springs Rd, Austin, TX 78704",The Catherine,300
203,5453366,"2142 SW 14th Ter, Miami, FL 33145-1349",,4
203,5455251,"2142 SW 14th Ter, Miami, FL 33145-1349",,4
204,4698101,"21800 SE 275th Pl, Maple Valley, WA 98038-3248",Water Gardens,21
204,4698103,"21800 SE 275th Pl, Maple Valley, WA 98038-3248",Water Gardens,171
205,5507719,"220 W Howry Ave, Deland, FL 32720-5446",,8
205,5508170,"220 W Howry Ave, Deland, FL 32720-5446",,8
206,4669679,"2200 N Ocean Dr, Hollywood, FL 33019",,5
206,4669680,"2200 N Ocean Dr, Hollywood, FL 33019",,5
207,7885172,"2200 Rebecca St, Charleston, SC 29406",,6
207,8090284,"2200 Rebecca St, Charleston, SC 29406",,6
208,21848983,"2200 Wright St, Blair, NE 68008",Shepherd's Village,20
208,8398846,"2200 Wright St, Blair, NE 68008",Shepherd's Village,
209,6633559,"2201 Main St, Little Rock, AR 72206",,10
209,6633573,"2201 Main St, Little Rock, AR 72206",,10
210,10766628,"22111 Woodward Ave, Ferndale, MI 48220-1812",The James,105
210,11129134,"22111 Woodward Ave, Ferndale, MI 48220-1812",The James,30
211,6746101,"2215 Abbott Martin Rd, Nashville, TN 37215",Village Green Hills,36
211,9284308,"2215 Abbott Martin Rd, Nashville, TN 37215",Village Green Hills,83
212,4099341,"2220 W Devonshire Ave, Phoenix, AZ 85015",,12
212,8816610,"2220 W Devonshire Ave, Phoenix, AZ 85015",,4
213,21473980,"2241 E 4th St, Reno, NV 89512-3803",Fourth Street Apartments,26
213,9188759,"2241 E 4th St, Reno, NV 89512-3803",Fourth Street Apartments,
214,1385831,"2254 Atlantic Hwy, Lincolnville, ME 04849",,
214,6254322,"2254 Atlantic Hwy, Lincolnville, ME 04849",,
215,19630250,"23 Thermos Ave, Norwich, CT 06360",,1
215,19630268,"23 Thermos Ave, Norwich, CT 06360",,57
